timestamp,can_id,data_bytes
Starting,CAN,playback...
000272E8,00002114,00 00 00 00 FF FF FF FF
000272E8,00002214,01 19 01 B6 02 FF FF FF
000272E8,00002314,00 00 00 00 00 00 00 00
000272E8,00002414,00 00 00 01 20 00 FF 18
00027305,00002014,00 00 00 00 FF 71 00 01
00027305,00002114,00 00 00 00 FF FF FF FF
00027305,00002214,01 1C 01 B6 02 FF FF FF
00027305,00002314,00 00 00 00 00 00 00 00
00027305,00002414,00 00 00 01 20 00 FF 18
0002731C,00002014,00 00 00 00 FF BF 00 00
0002731C,00002114,00 00 00 00 FF FF FF FF
0002731C,00002214,01 1C 01 B5 02 FF FF FF
0002731C,00002314,00 00 00 00 00 00 00 00
